name,address_full,phone_number,rating,clean_address,latitude,longitude
Camera Workshop Du Loing,"Camera Workshop Du Loing, 42 Rue Grande, 77250 Moret sur Loing, France",+33 1 64 31 15 21,"4,9"," 42 Rue Grande, 77250 Moret sur Loing, France",48.37285645,2.81743512856383
Mickael Schmidt - Photographe professionnel,"Mickael Schmidt - Photographe professionnel, 136 Av. du Général de Gaulle, 78600 Maisons-Laffitte, France",+33 7 60 53 70 81,5," 136 Av. du Général de Gaulle, 78600 Maisons-Laffitte, France",48.945047370428696,2.1425574354073884
Grain de folie Photographie & Evénementiel,"Grain de folie Photographie & Evénementiel, 12 Av. des Prés, 78180 Montigny-le-Bretonneux, France",+33 6 86 18 71 91,"4,9"," 12 Av. des Prés, 78180 Montigny-le-Bretonneux, France",48.7765142,2.0162282
Samantha Pastoor Photographe,"Samantha Pastoor Photographe, 8 Av. Paul Cézanne, 94420 Le Plessis-Trévise, France",+33 6 12 40 34 30,5," 8 Av. Paul Cézanne, 94420 Le Plessis-Trévise, France",48.8022883,2.5854029
Fanny Roger Photography,"Fanny Roger Photography, 15 Rue des Abbesses, 75018 Paris, France",+33 6 58 51 98 47,5," 15 Rue des Abbesses, 75018 Paris, France",48.8841861,2.3383439
Graines de Vies - Photographe,"Graines de Vies - Photographe, 6bis Rue Basse, 95640 Neuilly-en-Vexin, France",+33 6 75 55 14 87,"4,9"," 6bis Rue Basse, 95640 Neuilly-en-Vexin, France",49.16947559793098,1.9788794063038204
Kheyar Karim Photography,"Kheyar Karim Photography, 7-9 Rue du Grenier-Saint-Lazare, 75003 Paris, France",+33 6 76 26 60 33,"4,9"," 7-9 Rue du Grenier-Saint-Lazare, 75003 Paris, France",48.863006636453456,2.3532861892251757
FRED PHOTOGRAPHY,"FRED PHOTOGRAPHY, 11 Av. du Capitaine Louys, 93250 Villemomble, France",+33 6 09 88 96 89,"4,7"," 11 Av. du Capitaine Louys, 93250 Villemomble, France",48.884157,2.514488
Eric Pothier Photographies,"Eric Pothier Photographies, 17 Rue des Cités, 92500 Rueil-Malmaison, France",+33 6 68 21 82 68,5," 17 Rue des Cités, 92500 Rueil-Malmaison, France",48.8627477,2.2000095
Agence Pearl,"Agence Pearl, 2 Pass. Flourens, 75017 Paris, France",+33 6 69 67 27 19,5," 2 Pass. Flourens, 75017 Paris, France",48.8973076,2.3267735
Gwendoline Chopineau photographe,"Gwendoline Chopineau photographe, 53 Rue Francoeur, 91170 Viry-Châtillon, France",+33 6 27 08 48 25,5," 53 Rue Francoeur, 91170 Viry-Châtillon, France",48.6710447,2.3777368
Martin Wallace,"Martin Wallace, 45 Rue Armand Carrel, 76000 Rouen, France",+33 6 02 50 36 85,5," 45 Rue Armand Carrel, 76000 Rouen, France",49.4407924,1.102284
Nicolas Lefebvre photographe,"Nicolas Lefebvre photographe, 7 Parc de la Saâne, 76130 Mont-Saint-Aignan, France",+33 6 15 93 06 76,5," 7 Parc de la Saâne, 76130 Mont-Saint-Aignan, France",49.4648986,1.0704521
Lika Banshoya - Poetic Photography,"Lika Banshoya - Poetic Photography, 11 Cité Falaise, 75018 Paris, France",+33 6 60 81 64 02,5," 11 Cité Falaise, 75018 Paris, France",48.8966746,2.3338536
Wedding Capture,"Wedding Capture, 11 Rue de Clamart, 92100 Boulogne-Billancourt, France",+33 7 82 15 37 87,5," 11 Rue de Clamart, 92100 Boulogne-Billancourt, France",48.8308181,2.2437704
JulienPhotographe,"JulienPhotographe, 21 Av. Georges Pompidou, 92150 Suresnes, France",+33 6 24 78 30 65,5," 21 Av. Georges Pompidou, 92150 Suresnes, France",48.8746682,2.2337197
Expert photo de mariage,"Expert photo de mariage, 4 Rue Nungesser et Coli, 75016 Boulogne-Billancourt, France",+33 6 62 66 40 18,5," 4 Rue Nungesser et Coli, 75016 Boulogne-Billancourt, France",48.82068776975998,2.2205835840046695
Olivier Guyot Photographie,"Olivier Guyot Photographie, 1188 Rue de la Bretechelle, 78370 Plaisir, France",+33 6 61 71 66 09,5," 1188 Rue de la Bretechelle, 78370 Plaisir, France",48.8168276,1.9662429
Frédéric Lipzyc,"Frédéric Lipzyc, 92 Av. des Ternes, 75017 Paris, France",+33 6 59 39 15 94,5," 92 Av. des Ternes, 75017 Paris, France",48.880481,2.286993
Photographe à Herblay - mariage & naissance,"Photographe à Herblay - mariage & naissance, 17 Rue aux Perles, 95220 Herblay-sur-Seine, France",+33 6 38 55 38 08,"4,9"," 17 Rue aux Perles, 95220 Herblay-sur-Seine, France",48.989745171774985,2.165907504807276
DALALE SHOEIR PHOTOGRAPHE,"DALALE SHOEIR PHOTOGRAPHE, 3 Rue de la Baleine du Groenland, 77340 Pontault-Combault, France",+33 6 34 66 91 99,"4,9"," 3 Rue de la Baleine du Groenland, 77340 Pontault-Combault, France",48.7815022004251,2.5964046857333036
Sabrina Godemert Photographe,"Sabrina Godemert Photographe, Av. de la Gare, 77310 Saint-Fargeau-Ponthierry, France",+33 6 64 86 83 11,5," Av. de la Gare, 77310 Saint-Fargeau-Ponthierry, France",48.56512785615005,2.5419936990318774
Stéphane Auvray - photographe Oise et Marne,"Stéphane Auvray - photographe Oise et Marne, 8 Rue de l'Ancien Presbytère, 60440 Nanteuil-le-Haudouin, France",+33 6 09 56 77 55,"4,9"," 8 Rue de l'Ancien Presbytère, 60440 Nanteuil-le-Haudouin, France",49.1386338,2.813409
Photographe de Mariage Paris,"Photographe de Mariage Paris, 9 Rue Fabre d'Eglantine, 75012 Paris, France",+33 1 84 67 29 12,5," 9 Rue Fabre d'Eglantine, 75012 Paris, France",48.8465727,2.395296479576248
Patrick Moreira - Photographe Mariage,"Patrick Moreira - Photographe Mariage, All. Downpatrick, 95870 Bezons, France",+33 6 75 67 14 50,5," All. Downpatrick, 95870 Bezons, France",48.93997447518328,2.2062524842753497
PixMariage | Photographe de Mariage,"PixMariage | Photographe de Mariage, La Mussine, 77820 Le Châtelet-en-Brie, France",+33 6 21 64 74 34,5," La Mussine, 77820 Le Châtelet-en-Brie, France",48.4942425,2.7842987
Christophe Lefebvre Photographer Hire Photobooth,"Christophe Lefebvre Photographer Hire Photobooth, 7 Rue Masson, 78600 Maisons-Laffitte, France",+33 6 03 09 37 89,5," 7 Rue Masson, 78600 Maisons-Laffitte, France",48.945016,2.148455
Chris Marchesi PHOTOGRAPHE Seine et Marne 77,"Chris Marchesi PHOTOGRAPHE Seine et Marne 77, 29 Rue de la Marne, 77170 Servon, France",+33 6 99 82 20 95,"4,9"," 29 Rue de la Marne, 77170 Servon, France",48.7147444,2.5983553
"📸 Edouard Lefort - Photographe à Rouen pour Entreprises, Mariages & Particuliers","📸 Edouard Lefort - Photographe à Rouen pour Entreprises, Mariages & Particuliers, 64 Bd de l'Europe, 76100 Rouen, France",+33 6 76 60 48 89,5," 64 Bd de l'Europe, 76100 Rouen, France",49.4264229,1.086351
Anaïs Roguiez Photographe,"Anaïs Roguiez Photographe, 2 Grande Rue, 95280 Jouy-le-Moutier, France",+33 6 59 10 17 78,5," 2 Grande Rue, 95280 Jouy-le-Moutier, France",49.017888730509526,2.0458399917980996
R Mariage,"R Mariage, 10 Rue des Aubépines, 77400 Thorigny-sur-Marne, France",+33 6 23 31 03 46,5," 10 Rue des Aubépines, 77400 Thorigny-sur-Marne, France",48.89080047563804,2.7256016117992843
Kathia Koy Photographie,"Kathia Koy Photographie, 38 Rue Henry Litolff, 92700 Colombes, France",+33 7 56 82 35 67,5," 38 Rue Henry Litolff, 92700 Colombes, France",48.917906208957135,2.2623537411547052
Julien Laurent-Georges,"Julien Laurent-Georges, 10 Rue Parent de Rosan, 75016 Paris, France",+33 6 32 84 09 75,"4,8"," 10 Rue Parent de Rosan, 75016 Paris, France",48.8400807,2.2608342
Oisín Gormally Photography,"Oisín Gormally Photography, 55 Rue Pascal, 75013 Paris, France",+33 6 38 35 71 43,5," 55 Rue Pascal, 75013 Paris, France",48.835057,2.3481283
Studio Idées-Photos / Photographe mariage Essonne,"Studio Idées-Photos / Photographe mariage Essonne, 25 Av. Maurice Barres, 91420 Morangis, France",+33 6 10 63 38 01,5," 25 Av. Maurice Barres, 91420 Morangis, France",48.701496799477326,2.3268070652984063
Edouard Pacreau,"Edouard Pacreau, 45 Rue Raymond Patenotre, 78120 Rambouillet, France",+33 6 74 75 72 11,5," 45 Rue Raymond Patenotre, 78120 Rambouillet, France",48.6396833,1.8303327
TesBellesPhotos,"TesBellesPhotos, Rue Camille Claudel, 78130 Les Mureaux, France",+33 6 32 77 97 07,"4,8"," Rue Camille Claudel, 78130 Les Mureaux, France",48.98937626869314,1.911962261720482
"Fabrice Labit Photographe - Portrait, Polas, Test agence, Mariage, Événementiel - Paris","Fabrice Labit Photographe - Portrait, Polas, Test agence, Mariage, Événementiel - Paris, 23 Rue Bénard, 75014 Paris, France",+33 6 83 25 24 89,5," 23 Rue Bénard, 75014 Paris, France",48.8314569,2.3226255
Nolwenn Rabineau Photographe,"Nolwenn Rabineau Photographe, 116 Rue Wilson, 77880 Grez-sur-Loing, France",+33 7 67 77 86 01,5," 116 Rue Wilson, 77880 Grez-sur-Loing, France",48.317035,2.692648
Studio wajih,"Studio wajih, 7 All. des Pâquerettes, 78990 Élancourt, France",+33 6 01 28 29 45,5," 7 All. des Pâquerettes, 78990 Élancourt, France",48.768691203131205,1.9548215446247097
Studio Photo Mariage,"Studio Photo Mariage, 36bis Rue Henri Barbusse, 92110 Clichy, France",+33 1 47 56 09 85,"3,9"," 36bis Rue Henri Barbusse, 92110 Clichy, France",48.899634,2.30553
DANIELA THURISSEY PHOTOGRAPHY,"DANIELA THURISSEY PHOTOGRAPHY, Bd de la République, 92250 La Garenne-Colombes, France",+33 6 58 10 61 89,5," Bd de la République, 92250 La Garenne-Colombes, France",48.905446551543115,2.2553453861668147
Mathieu Morice,"Mathieu Morice, 6 Rue Pépin le Bref, 02200 Soissons, France",+33 6 81 29 09 95,"4,6"," 6 Rue Pépin le Bref, 02200 Soissons, France",49.3837788,3.3402175
📷 Gog Pix - Photographe Studio | Iris | Portraits | Événements | Mariage - Oise | Val-d’Oise,"📷 Gog Pix - Photographe Studio | Iris | Portraits | Événements | Mariage - Oise | Val-d’Oise, Rue de Noailles, 60730 Sainte-Geneviève, France",+33 7 68 41 61 87,5," Rue de Noailles, 60730 Sainte-Geneviève, France",49.2953599,2.1847075
Najib Hajjar Photographe Mariage,"Najib Hajjar Photographe Mariage, 10 Rue du Laos, 75015 Paris, France",+33 7 68 98 33 69,5," 10 Rue du Laos, 75015 Paris, France",48.8500929,2.3009891
Film Elite Mariage Studio,"Film Elite Mariage Studio, 70 Av. Jean Jaurès, 91230 Montgeron, France",+33 6 95 73 64 78,5," 70 Av. Jean Jaurès, 91230 Montgeron, France",48.71257384577883,2.4494270749229607
The Witness photographe,"The Witness photographe, 92 Rue d'Ernemont, 76000 Rouen, France",+33 6 76 31 82 38,5," 92 Rue d'Ernemont, 76000 Rouen, France",49.4524652,1.104005
EL photographe,"EL photographe, 36 Rue Danton, 92300 Levallois-Perret, France",+33 6 81 12 50 80,"4,7"," 36 Rue Danton, 92300 Levallois-Perret, France",48.8887726,2.2854302
LoveStory photographe de mariage,"LoveStory photographe de mariage, 40 Rue du Point du Jour, 92100 Boulogne-Billancourt, France",+33 1 84 67 18 75,5," 40 Rue du Point du Jour, 92100 Boulogne-Billancourt, France",48.833771,2.255623
Onlens Photographe - Mariage - Cérémonie - Évènement,"Onlens Photographe - Mariage - Cérémonie - Évènement, 56 Quai Eugène le Corre, 78700 Conflans-Sainte-Honorine, France",+33 6 10 16 74 55,"4,3"," 56 Quai Eugène le Corre, 78700 Conflans-Sainte-Honorine, France",48.988079339604894,2.075542477234262
Leslie Photographie,"Leslie Photographie, Rue du Général Leclerc, 78420 Carrières-sur-Seine, France",+33 6 29 82 37 70,"4,9"," Rue du Général Leclerc, 78420 Carrières-sur-Seine, France",48.90920522643312,2.1768923139619134
Melassi Photography | PHOTOGRAPHE GROSSESSE famille naissance BEBE mariage couples,"Melassi Photography | PHOTOGRAPHE GROSSESSE famille naissance BEBE mariage couples, 3 Rue Xaintrailles, 75013 Paris, France",+33 7 60 96 49 27,5," 3 Rue Xaintrailles, 75013 Paris, France",48.8295586,2.3710459
Lalicile photographe,"Lalicile photographe, 27150, D6, 27150 Puchay, France",+33 6 89 73 90 59,5," D6, 27150 Puchay, France",49.3446062,1.5318802
AAubry Photographies 📸 💍 Photographe mariage Seine et Marne,"AAubry Photographies 📸 💍 Photographe mariage Seine et Marne, 29 Av. de Verdun, 77290 Mitry-Mory, France",+33 6 03 24 21 79,5," 29 Av. de Verdun, 77290 Mitry-Mory, France",48.954182421389014,2.5951328598400742
"Gaëlle Berthelin Photographie, Photographe corporate , photographe aquatique, photographe mariage et grossesse","Gaëlle Berthelin Photographie, Photographe corporate , photographe aquatique, photographe mariage et grossesse, 17 Rue du Petit Robinson, 95520 Osny, France",+33 6 79 22 58 69,5," 17 Rue du Petit Robinson, 95520 Osny, France",49.063612543798754,2.073600503322184
Jeremy Dan | Photographe de Mariage 92,"Jeremy Dan | Photographe de Mariage 92, Rue des Filmins, 92330 Sceaux, France",+33 6 50 05 68 91,5," Rue des Filmins, 92330 Sceaux, France",48.77877447139126,2.30545357262482
"📸 Photographe Paris Photo Lifestyle, mariage, particulier, entreprise, fashion","📸 Photographe Paris Photo Lifestyle, mariage, particulier, entreprise, fashion, 19 Rue des Fossés Saint-Jacques, 75005 Paris, France",+33 7 81 26 37 26,5," 19 Rue des Fossés Saint-Jacques, 75005 Paris, France",48.8454582,2.3447912
PHOTOGRAPHE ANNA RAOUKHVERGER,"PHOTOGRAPHE ANNA RAOUKHVERGER, 40 Sq. Agrippa d'Aubigné, 91250 Saint-Germain-lès-Corbeil, France",+33 6 87 09 02 81,"4,9"," 40 Sq. Agrippa d'Aubigné, 91250 Saint-Germain-lès-Corbeil, France",48.618581,2.4988305
Michael Noirot Photographe,"Michael Noirot Photographe, 16 Rue des Veneurs, 60200 Compiègne, France",+33 6 87 02 71 76,"4,8"," 16 Rue des Veneurs, 60200 Compiègne, France",49.4110609,2.8300395
Photographe mariage Paris MD,"Photographe mariage Paris MD, 38 Rue de la Tour, 75116 Paris, France",+33 6 10 84 39 95,5," 38 Rue de la Tour, 75116 Paris, France",48.85963,2.2825074
Frank Guiraud Photographe,"Frank Guiraud Photographe, 3 Rue du Loup Pendu, 92350 Le Plessis-Robinson, France",+33 6 63 77 82 37,5," 3 Rue du Loup Pendu, 92350 Le Plessis-Robinson, France",48.77870562049964,2.258373569362639
PHOTOGRAPHE,"PHOTOGRAPHE, 1137 Av. de Paris, 91530 Sermaise, France",+33 7 82 47 36 00,5," 1137 Av. de Paris, 91530 Sermaise, France",48.541379,2.094346
Hayk Galstyan Photography,"Hayk Galstyan Photography, 21 Rue de Richelieu, 75001 Paris, France",+33 6 51 52 22 22,5," 21 Rue de Richelieu, 75001 Paris, France",48.8645896,2.3362208
The Paris Photographer,"The Paris Photographer, 13 Rue Yvon Villarceau, 75116 Paris, France",+33 6 62 43 95 95,5," 13 Rue Yvon Villarceau, 75116 Paris, France",48.8685842,2.2872643
Mahdi Aridj Photography,"Mahdi Aridj Photography, 31 Rue Doudeauville, 75018 Paris, France",+33 6 60 96 75 66,"4,8"," 31 Rue Doudeauville, 75018 Paris, France",48.8885667,2.3552777
Février Photography,"Février Photography, 59 Rue du Faubourg du Temple, 75010 Paris, France",+33 7 55 73 53 73,5," 59 Rue du Faubourg du Temple, 75010 Paris, France",48.8698467,2.3702932
camille saulnier photographe mariage,"camille saulnier photographe mariage, 316 Rue Marc Chagall, 77190 Dammarie-les-Lys, France",+33 7 64 65 08 16,5," 316 Rue Marc Chagall, 77190 Dammarie-les-Lys, France",48.51646235,2.6457806930998036
Milasio Photographe Expert,"Milasio Photographe Expert, Av. Jacques Cartier, 77600 Bussy-Saint-Georges, France",+33 6 09 23 91 15,"4,7"," Av. Jacques Cartier, 77600 Bussy-Saint-Georges, France",48.83512708057885,2.7103261892263615
Pauline Huyet Photographe - Photographe Mariage - Portrait - Evènements,"Pauline Huyet Photographe - Photographe Mariage - Portrait - Evènements, 14 Rue Frédéric Passy, 77470 Trilport, France",+33 7 68 25 15 75,5," 14 Rue Frédéric Passy, 77470 Trilport, France",48.962918908367605,2.951901029387298
HBArtworks,"HBArtworks, 118 Rue de Javel, 75015 Paris, France",+33 6 60 58 63 07,5," 118 Rue de Javel, 75015 Paris, France",48.8433693,2.2872648
Photographe & Vidéaste,"Photographe & Vidéaste, 4 Rue Jules Lefebvre, 75009 Paris, France",+33 7 67 02 33 75,"3,2"," 4 Rue Jules Lefebvre, 75009 Paris, France",48.8805374,2.3276581
Imagesbydavidcholewa Photographe Paris 16 Studio Photo,"Imagesbydavidcholewa Photographe Paris 16 Studio Photo, 53 Rue de Passy, 75016 Paris, France",+33 6 15 07 79 89,5," 53 Rue de Passy, 75016 Paris, France",48.8576089,2.2796377
Photographe Pro - Mariage Paris,"Photographe Pro - Mariage Paris, 60 Voie Georges Pompidou, 75016 Paris, France",+33 7 49 63 58 04,5," 60 Voie Georges Pompidou, 75016 Paris, France",48.84800641405728,2.275476249369399
Camille Morh Photographe,"Camille Morh Photographe, 10 Rue Pannard, 28190 Courville-sur-Eure, France",+33 6 50 67 67 59,5," 10 Rue Pannard, 28190 Courville-sur-Eure, France",48.44845309734581,1.2397982354169066
LouisPhilippeSebas - Photographe de mariage,"LouisPhilippeSebas - Photographe de mariage, 39 Rue Saint-Roch, 95260 Beaumont-sur-Oise, France",+33 6 50 96 32 30,5," 39 Rue Saint-Roch, 95260 Beaumont-sur-Oise, France",49.13808968572883,2.2722619678771383
Studio Ma-Photographe,"Studio Ma-Photographe, 5 RUE DES CHÊNES, 28400 Champrond-en-Perchet, France",+33 6 58 92 31 62,"4,7"," 5 RUE DES CHÊNES, 28400 Champrond-en-Perchet, France",48.3123228,0.8666442
Sofil - Photographe 77 - Photographe Mariage - Naissance,"Sofil - Photographe 77 - Photographe Mariage - Naissance, Rampillon, 77370 Rampillon, France",+33 6 21 56 62 35,5," Rampillon, 77370 Rampillon, France",48.55278933848532,3.0467754003980168
PhotoPresta - Photographes et vidéastes professionnels,"PhotoPresta - Photographes et vidéastes professionnels, 35 Rue de la Harpe, 75005 Paris, France",+33 1 89 31 04 58,"4,8"," 35 Rue de la Harpe, 75005 Paris, France",48.8520983,2.3444062
OR Photographe,"OR Photographe, 47 Rue des Marnières, 28630 Barjouville, France",+33 6 75 99 47 56,"4,9"," 47 Rue des Marnières, 28630 Barjouville, France",48.4037479,1.4739843
FILMLOUNGE PARIS环球旅拍婚纱摄影&摄像,"FILMLOUNGE PARIS环球旅拍婚纱摄影&摄像, 57 Rue d'Anjou, 75008 Paris, France",+33 6 58 38 15 22,5," 57 Rue d'Anjou, 75008 Paris, France",48.873625,2.3224166
