name,address_full,phone_number,rating,category,clean_address,latitude,longitude
Manoir De La Chapelle Room Receptions Hotel,"Manoir De La Chapelle Room Receptions Hotel, 1 Rte de Sainte-Colombe, 27950 La, France",+33 6 74 96 93 39,"4,9",Event venue," 1 Rte de Sainte-Colombe, 27950 La, France",49.10203,0.944134
Château de Saint-Martin-du-Tertre,"Château de Saint-Martin-du-Tertre, Allée de la Fontaine au Roy, 95270, 95270 Saint-Martin-du-Tertre, France",+33 9 67 25 18 19,"4,8",Function room facility," 95270, 95270 Saint-Martin-du-Tertre, France",49.1063312,2.3429813
The Golden Edge,"The Golden Edge, 27 Rte de Dourdan, 78730 Sainte-Mesme, France",+33 1 34 83 41 43,"4,8",Function room facility," 27 Rte de Dourdan, 78730 Sainte-Mesme, France",48.52733296181432,1.9732456316829416
Orangerie du Manoir des Vignes,"Orangerie du Manoir des Vignes, 58 Rue Bernard, 93000 Bobigny, France",+33 6 64 05 92 64,5,Function room facility," 58 Rue Bernard, 93000 Bobigny, France",48.90265353120598,2.4269560235849412
Le Joyau de la Marne,"Le Joyau de la Marne, 1 Av. de Rigny, 94360 Bry-sur-Marne, France",+33 1 48 81 06 30,4,Caterer," 1 Av. de Rigny, 94360 Bry-sur-Marne, France",48.834586,2.518754
"La Bella - Wedding Room, Reception","La Bella - Wedding Room, Reception, 16 Rue de Pontault, 77680 Roissy-en-Brie, France",+33 7 61 85 54 94,"4,3",Event venue," 16 Rue de Pontault, 77680 Roissy-en-Brie, France",48.7903351,2.6470892
Le palmier d'or 77 - Location salle de réception mariage traiteur à domicile SEINE-ET-MARNE 77,"Le palmier d'or 77 - Location salle de réception mariage traiteur à domicile SEINE-ET-MARNE 77, 5 Rue Saint-Claude, 77340 Pontault-Combault, France",+33 7 83 94 52 12,"4,6",Function room facility," 5 Rue Saint-Claude, 77340 Pontault-Combault, France",48.77879765,2.6109842543555466
Area Des Clos Vallées Salle De Réceptions,"Area Des Clos Vallées Salle De Réceptions, 7 Rue de la Croisette, 78980 Longnes, France",+33 1 30 42 49 59,"4,7",Function room facility," 7 Rue de la Croisette, 78980 Longnes, France",48.9308594,1.5801613
Villiers Palace mariage,"Villiers Palace mariage, 12 Av. des Entrepreneurs, 95400 Villiers-le-Bel, France",+33 1 39 90 91 26,"4,4",Function room facility," 12 Av. des Entrepreneurs, 95400 Villiers-le-Bel, France",48.999259550000005,2.391658935596782
Loca'Salle,"Loca'Salle, 6 Rue de la Palombe, 95610 Éragny, France",+33 1 34 64 11 90,"4,3",Event venue," 6 Rue de la Palombe, 95610 Éragny, France",49.02358021961108,2.1030297216350737
Palais 77 | Salle de Mariage,"Palais 77 | Salle de Mariage, 2 Rue des Argiles Vertes, 77130 Saint-Germain-Laval, France",+33 7 63 09 12 12,"4,5",Function room facility," 2 Rue des Argiles Vertes, 77130 Saint-Germain-Laval, France",48.40698362666337,2.973369113407959
Salle de réception Espace La Palombe,"Salle de réception Espace La Palombe, 7 Rue de la Palombe, 95610 Éragny, France",+33 1 80 92 93 13,"4,1",Event venue," 7 Rue de la Palombe, 95610 Éragny, France",49.02358021961108,2.1030297216350737
La Ferme du Roy,"La Ferme du Roy, 4 Grande Rue, 60540 Bornel, France",+33 3 44 08 43 76,"4,6",Wedding venue," 4 Grande Rue, 60540 Bornel, France",49.2269067,2.2089778
Ferme Du Prieuré,"Ferme Du Prieuré, rue de Villepreux, 78590 Rennemoulin, France",+33 6 63 39 14 67,"4,9",Event venue," rue de Villepreux, 78590 Rennemoulin, France",48.836607461860034,2.0387494948419254
Salle de Réception Mariage Rhône Alpes - Le Château du Sou,"Salle de Réception Mariage Rhône Alpes - Le Château du Sou, Château du Sou, 1539 Rte du Morgon, 69640 Lacenas, France",+33 6 20 53 45 54,"4,6",Wedding venue," 1539 Rte du Morgon, 69640 Lacenas, France",45.983151915617036,4.6492369204062
Domaine des Coccinelles,"Domaine des Coccinelles, La Tuilerie, 91470 Angervilliers, France",+33 6 45 96 02 22,"4,8",Wedding venue," La Tuilerie, 91470 Angervilliers, France",48.5844885,2.0725305
LOKUS l SALLE DE RECEPTIONS 77,"LOKUS l SALLE DE RECEPTIONS 77, 2000 Rue Denis Papin, 77550 Réau, France",+33 7 56 92 53 64,"4,9",Function room facility," 2000 Rue Denis Papin, 77550 Réau, France",48.61349147445903,2.5957233575572616
Le palacio,"Le palacio, 15 Rue Camille Flammarion, 91630 Avrainville, France",+33 1 89 70 19 89,"4,2",Event venue," 15 Rue Camille Flammarion, 91630 Avrainville, France",48.5639706576596,2.225103935269276
Domaine de la Nacelle,"Domaine de la Nacelle, 63 Grande Rue, 60620 Rosoy-en-Multien, France",+33 6 74 17 63 10,"4,7",Event venue," 63 Grande Rue, 60620 Rosoy-en-Multien, France",49.0959806,2.9856779
Salle LUNE D'OR,"Salle LUNE D'OR, 20 Av. des Courtes Epluches, 91100 Villabé, France",+33 7 88 83 88 82,"4,5",Wedding venue," 20 Av. des Courtes Epluches, 91100 Villabé, France",48.58574913116598,2.449876398903316
Le Pavillon de la Marne,"Le Pavillon de la Marne, 2 Av. du Baron Louis, 93160 Noisy-le-Grand, France",+33 6 74 76 50 42,"4,7",Function room facility," 2 Av. du Baron Louis, 93160 Noisy-le-Grand, France",48.852447,2.542682
Ferme de Beauvais,"Ferme de Beauvais, La Ferme de Beauvais, 91150 Morigny-Champigny, France",+33 6 14 56 22 34,"4,7",Function room facility," La Ferme de Beauvais, 91150 Morigny-Champigny, France",48.434971000000004,2.213222210905352
Domaine De La Vallée Aux Pages,"Domaine De La Vallée Aux Pages, 02 Rue de la Vallée, 78660 Paray-Douaville, France",+33 1 30 59 04 54,"4,6",Wedding venue," 02 Rue de la Vallée, 78660 Paray-Douaville, France",48.448402484428236,1.8484771902275157
Pavillon Royal,"Pavillon Royal, Carrefour du bout des lacs, 1 Rte de la Muette à Neuilly, 75116 Paris, France",+33 1 58 01 11 11,"4,4",Function room facility," 1 Rte de la Muette à Neuilly, 75116 Paris, France",48.863985286606884,2.267079079005816
Salle Mélodie,"Salle Mélodie, 5 Av. de la Résistance, 93240 Stains, France",+33 6 72 09 37 57,"4,5",Function room facility," 5 Av. de la Résistance, 93240 Stains, France",48.956966641933555,2.3943191418417227
Victoria Park,"Victoria Park, 5 bis Bd des Astronautes, 93160 Noisy-le-Grand, France",+33 6 78 96 24 60,"4,6",Event venue," 5 bis Bd des Astronautes, 93160 Noisy-le-Grand, France",48.836185218952956,2.577739534464182
Ferme du silo - Location de salle réception (Seine et Marne),"Ferme du silo - Location de salle réception (Seine et Marne), route de, La Bourgognerie, 77220 Tournan-en-Brie, France",+33 6 13 42 36 74,"4,3",Event venue," La Bourgognerie, 77220 Tournan-en-Brie, France",48.7327453,2.772914
"Location de salle, salle de mariage, Royal Riaz 77","Location de salle, salle de mariage, Royal Riaz 77, 15 All. Jean Image, 77200 Torcy, France",+33 7 50 03 29 66,"4,4",Function room facility," 15 All. Jean Image, 77200 Torcy, France",48.83355927750498,2.6604734846758844
La Bella Vita,"La Bella Vita, 3 Pl. Jules Froelinger, 91200 Athis-Mons, France",+33 1 60 48 08 48,"4,2",Function room facility," 3 Pl. Jules Froelinger, 91200 Athis-Mons, France",48.71224347527591,2.4037680287244565
Cristal 91,"Cristal 91, 14 Rue Gustave Madiot, 91070 Bondoufle, France",+33 1 89 70 96 03,"4,4",Event venue," 14 Rue Gustave Madiot, 91070 Bondoufle, France",48.604460846396954,2.365204466867883
Moulin de Moulignon,"Moulin de Moulignon, Moulin De Moulignon, 77410 Messy, France",+33 1 60 26 03 59,4,Event venue," Moulin De Moulignon, 77410 Messy, France",48.9662553,2.67765783410783
La Rose 77 | Événementiel (77),"La Rose 77 | Événementiel (77), 43 Route Nationale 7 lieu dit ferme de la folie, 77310, 77310 Boissise-le-Roi, France",+33 6 52 18 90 90,"4,6",Event venue," 77310, 77310 Boissise-le-Roi, France",48.5293818,2.5729279
Le Manoir Du Thil,"Le Manoir Du Thil, 25 Rue Pierre Langlois, 27150 Le Thil, France",+33 6 37 34 11 90,"4,6",Wedding planner," 25 Rue Pierre Langlois, 27150 Le Thil, France",49.3113864,1.5517371
Ferme du Genièvre,"Ferme du Genièvre, 25 Rue de la Libération, 78660 Prunay-en-Yvelines, France",+33 6 09 94 11 74,"4,7",Function room facility," 25 Rue de la Libération, 78660 Prunay-en-Yvelines, France",48.5572072,1.8127032
FOREST FARM,"FOREST FARM, Forest, 1 Grande Rue, 77390 Chaumes-en-Brie, France",+33 1 64 06 27 35,"4,5",Function room facility," 1 Grande Rue, 77390 Chaumes-en-Brie, France",48.671650886454415,2.8196933456505593
Château de Lésigny,"Château de Lésigny, Rue de la Croix, 77150 Lésigny, France",+33 6 47 30 62 44,"4,5",Event venue," Rue de la Croix, 77150 Lésigny, France",48.74416564801026,2.614147824820058
The Royal Wedding,"The Royal Wedding, 45 Rue des Entrepreneurs, 78420 Carrières-sur-Seine, France",+33 1 39 14 12 02,"4,3",Event venue," 45 Rue des Entrepreneurs, 78420 Carrières-sur-Seine, France",48.9123192,2.1975908
THE ROOM FAUVETTES,"THE ROOM FAUVETTES, 12 Rue de Paris, 95330 Domont, France",+33 6 64 12 59 14,"4,7",Event venue," 12 Rue de Paris, 95330 Domont, France",49.026041312438664,2.343664682145082
The Fiesta & Privilege - Receptions,"The Fiesta & Privilege - Receptions, 2 All. de Dublin, 93320 Les Pavillons-sous-Bois, France",+33 6 15 73 23 51,"4,2",Function room facility," 2 All. de Dublin, 93320 Les Pavillons-sous-Bois, France",48.917553,2.500906
La Bella Argenteuil,"La Bella Argenteuil, 17 Rue Jean-Pierre Timbaud, 95100 Argenteuil, France",+33 6 59 99 79 90,"4,2",Event venue," 17 Rue Jean-Pierre Timbaud, 95100 Argenteuil, France",48.950385216914654,2.2142117206258787
La Scena,"La Scena, 8 Av. Henri Barbusse, 93000 Bobigny, France",+33 6 29 48 48 72,"4,6",Event venue," 8 Av. Henri Barbusse, 93000 Bobigny, France",48.915356,2.442269
Royal Plaza,"Royal Plaza, 223 Rue La Fontaine, 94120 Fontenay-sous-Bois, France",+33 1 48 77 76 13,"4,5",Event venue," 223 Rue La Fontaine, 94120 Fontenay-sous-Bois, France",48.8586568,2.4834057
Golden House Salle des Fêtes,"Golden House Salle des Fêtes, 195 Rte de Saint-Leu, 93800 Épinay-sur-Seine, France",+33 6 63 58 81 13,"4,3",Event venue," 195 Rte de Saint-Leu, 93800 Épinay-sur-Seine, France",48.95500834405667,2.333749212672929
Salle De Récéption Ile De France -La Grand Maison- Salle Mariage-Location De Salle Ile De France,"Salle De Récéption Ile De France -La Grand Maison- Salle Mariage-Location De Salle Ile De France, La Grand-Maison, 77370 Vanvillé, France",+33 1 64 01 63 18,"4,3",Banquet hall," La Grand-Maison, 77370 Vanvillé, France",48.5641391,3.1043673
Location salle 91 - Bondoufle Réception - Palace Event,"Location salle 91 - Bondoufle Réception - Palace Event, 2 Rue des Bordes, 91070 Bondoufle, France",+33 7 69 34 70 16,"3,8",Wedding venue," 2 Rue des Bordes, 91070 Bondoufle, France",48.6028635,2.3699051652777783
Le Jardin D’alya,"Le Jardin D’alya, 11 Rue du Bosquet, 60570 Mortefontaine-en-Thelle, France",+33 6 95 61 20 65,"4,8",Function room facility," 11 Rue du Bosquet, 60570 Mortefontaine-en-Thelle, France",49.2555016,2.2026428
"Château Mariage Oise ""Domaine de Sainte Claire","Château Mariage Oise ""Domaine de Sainte Claire"", 40 Rue de Sainte-Claire, 60350 Berneuil-sur-Aisne, France",+33 3 44 40 26 46,"4,6",Event venue," 40 Rue de Sainte-Claire, 60350 Berneuil-sur-Aisne, France",49.4122541,2.9773889
Mary d'Arvigny,"Mary d'Arvigny, All. Edouard Branly, 77550 Moissy-Cramayel, France",+33 6 88 68 49 02,"4,7",Event venue," All. Edouard Branly, 77550 Moissy-Cramayel, France",48.60779885048686,2.586443339525623
La ferme de Vintué,"La ferme de Vintué, 12 Rue des Chênes Rouges, 91580 Étréchy, France",+33 1 69 92 04 63,"4,3",Event venue," 12 Rue des Chênes Rouges, 91580 Étréchy, France",48.492459,2.1990348
Le Château de Nans,"Le Château de Nans, D560, 83860 Nans-les-Pins, France",+33 4 42 18 00 00,"4,3",Event venue," D560, 83860 Nans-les-Pins, France",43.3732163,5.7840241
La Girafe paris réceptions,"La Girafe paris réceptions, 154 Av. Gallieni, 93170 Bagnolet, France",+33 6 59 31 24 28,"3,7",Event venue," 154 Av. Gallieni, 93170 Bagnolet, France",48.8598996,2.4151017
Castle Santeny,"Castle Santeny, 2 Rte de Marolles, 94440 Santeny, France",+33 1 43 86 60 56,"4,7",Event venue," 2 Rte de Marolles, 94440 Santeny, France",48.7295733854813,2.5705770374205774
Le Manège de Saint Cloud,"Le Manège de Saint Cloud, 121bis Rue du Lieutenant Colonel de Montbrison, 92500 Rueil-Malmaison, France",+33 1 47 95 47 95,"4,3",Function room facility," 121bis Rue du Lieutenant Colonel de Montbrison, 92500 Rueil-Malmaison, France",48.8666303051074,2.1979017314567812
Espace Noisy Le Sec,"Espace Noisy Le Sec, 14 Rue de la Pointe, 93130 Noisy-le-Sec, France",+33 6 17 51 01 01,"3,9",Function room facility," 14 Rue de la Pointe, 93130 Noisy-le-Sec, France",48.894423,2.439602
Chateau d'Amécourt:Séminaire réunion salle mariage réception location château gite de groupe Eure,"Chateau d'Amécourt:Séminaire réunion salle mariage réception location château gite de groupe Eure, 2 Rue du Buisson de Bleu, 27140 Amécourt, France",+33 2 32 15 99 67,"4,6",Event venue," 2 Rue du Buisson de Bleu, 27140 Amécourt, France",49.37954111610279,1.7350328321776118
Le Domaine d'Euclide,"Le Domaine d'Euclide, 42 Rue de Châtres, 91790 Boissy-sous-Saint-Yon, France",+33 7 44 99 45 12,"4,8",Event venue," 42 Rue de Châtres, 91790 Boissy-sous-Saint-Yon, France",48.56202145,2.210508667778532
Orchidée,"Orchidée, 2 Rue Alexis de Tocqueville, 92160 Antony, France",+33 6 58 50 89 91,"4,6",Function room facility," 2 Rue Alexis de Tocqueville, 92160 Antony, France",48.7334123,2.3143289
"château de Saint Offenge - Mariages, Séminaires, Maison d'Hôtes","château de Saint Offenge - Mariages, Séminaires, Maison d'Hôtes, 50 Rte Sainte-Euphémie, 73100 Saint-Offenge, France",+33 6 22 00 15 33,"4,3",Wedding venue," 50 Rte Sainte-Euphémie, 73100 Saint-Offenge, France",45.734796,6.003302
Château Bouffémont,"Château Bouffémont, 8 Rue Léon Giraudeau, 95570 Bouffémont, France",+33 1 39 91 20 94,"4,5",Event venue," 8 Rue Léon Giraudeau, 95570 Bouffémont, France",49.0439774,2.2933963580332453
Field La Mazure,"Field La Mazure, La Fringale, La Masure, 77640 Jouarre, France",+33 1 60 22 88 69,"4,7",Event venue," La Masure, 77640 Jouarre, France",48.89859297285545,3.08799148484082
Manoir De Randrecard,"Manoir De Randrecard, Randrecard, 56250 Treffléan, France",+33 2 97 66 41 14,"4,6",Wedding venue," Randrecard, 56250 Treffléan, France",47.68235563424093,-2.616044532130037
Les Salons Emirates,"Les Salons Emirates, 146 Rue Léon Geffroy, 94400 Vitry-sur-Seine, France",+33 6 20 51 58 07,4,Wedding venue," 146 Rue Léon Geffroy, 94400 Vitry-sur-Seine, France",48.784388,2.408081
Area Des Bayettes,"Area Des Bayettes, 10 Rte nationale, 78980 Mondreville, France",+33 6 71 46 55 03,"4,8",Wedding venue," 10 Rte nationale, 78980 Mondreville, France",48.9032232,1.5516731
Les Salons Beauchamp,"Les Salons Beauchamp, 3 Rue Denis Papin, 95250 Beauchamp, France",+33 6 61 81 10 10,"4,3",Event venue," 3 Rue Denis Papin, 95250 Beauchamp, France",49.0170605,2.1766084
Le Paradise 77 | salle de réception 77 | salle de mariage Meaux 77,"Le Paradise 77 | salle de réception 77 | salle de mariage Meaux 77, 5 Av. Fridingen, 77100 Nanteuil-lès-Meaux, France",+33 7 82 82 15 82,"4,6",Function room facility," 5 Av. Fridingen, 77100 Nanteuil-lès-Meaux, France",48.93685611517306,2.88336090574823
Field The Edge Of The Bois,"Field The Edge Of The Bois, D113, 78710 Rosny-sur-Seine, France",+33 1 84 76 22 95,"4,5",Wedding venue," D113, 78710 Rosny-sur-Seine, France",49.001733,1.6280317
Chateau de Plumasserie,"Chateau de Plumasserie, Rte de Bellefontaine, 77610 Fontenay-Trésigny, France",+33 7 60 90 24 11,"4,3",Event venue," Rte de Bellefontaine, 77610 Fontenay-Trésigny, France",48.68876827066501,2.8706373344968528
Area Du Bois Saint Mard,"Area Du Bois Saint Mard, 11 Rue du Maréchal Leclerc, 60170 Tracy-le-Val, France",+33 6 01 92 82 97,5,Event venue," 11 Rue du Maréchal Leclerc, 60170 Tracy-le-Val, France",49.486530625403006,3.008906259298836
Salons Varenne,"Salons Varenne, 44 Rue Paul Lafargue, 93160 Noisy-le-Grand, France",+33 1 43 05 94 10,"4,7",Event venue," 44 Rue Paul Lafargue, 93160 Noisy-le-Grand, France",48.849506,2.533304
La Méridienne,"La Méridienne, 3 BIS Rue du Pont de Baillet, 95560 Montsoult, France",+33 7 49 22 50 31,4,Function room facility," 3 BIS Rue du Pont de Baillet, 95560 Montsoult, France",49.06489263681706,2.3235451816830217
The Manor of My Father,"The Manor of My Father, Frm de la Glazière, 77820 Les Écrennes, France",+33 1 60 69 41 84,4,Event venue," Frm de la Glazière, 77820 Les Écrennes, France",48.502173049999996,2.8396753649168405
Le domaine du Ruisseau,"Le domaine du Ruisseau, 896 za, La Tuilière, 69510 Thurins, France",+33 6 18 14 64 22,"4,5",Function room facility," La Tuilière, 69510 Thurins, France",45.677226,4.654539
Salle Le Diamant,"Salle Le Diamant, 7 Rue Charles François Daubigny, 95870 Bezons, France",+33 7 87 21 57 25,"4,6",Event venue," 7 Rue Charles François Daubigny, 95870 Bezons, France",48.91384311408345,2.2022299640659724
Le Colombier du Manoir,"Le Colombier du Manoir, lieu-dit, 6 route de Teurteville, Le Manoir, 14710 Mandeville-en-Bessin, France",+33 6 76 21 28 63,"4,8",Wedding venue," Le Manoir, 14710 Mandeville-en-Bessin, France",49.3148712,-0.8686933
La Closerie de Montgermont,"La Closerie de Montgermont, 16 Rue de Montgermont, 77310 Pringy, France",+33 1 64 37 39 68,"4,7",Wedding venue," 16 Rue de Montgermont, 77310 Pringy, France",48.514971026564105,2.53915698033184
Le Saphir,"Le Saphir, 47 Rte de Goussainville, 95190 Fontenay-en-Parisis, France",+33 6 20 25 46 76,"3,9",Wedding venue," 47 Rte de Goussainville, 95190 Fontenay-en-Parisis, France",49.0420259,2.4517426110450775
Salon La Belle Alliance,"Salon La Belle Alliance, 5 Rue Charles Michels, 95100 Argenteuil, France",+33 1 34 10 19 97,4,Festival hall," 5 Rue Charles Michels, 95100 Argenteuil, France",48.94861948244493,2.2112792042863063
Manoir de Tigeaux,"Manoir de Tigeaux, 60 D20, 77163 Tigeaux, France",+33 6 52 76 78 46,"4,2",Function room facility," 60 D20, 77163 Tigeaux, France",48.8260028,2.9012773
domaine des 3 voyages,"domaine des 3 voyages, 7 Rue de Pacy, 27640 Merey, France",+33 6 32 09 82 15,"4,9",Event venue," 7 Rue de Pacy, 27640 Merey, France",48.96178350020777,1.4084322733983587
Sen Sabai Salle de Réception,"Sen Sabai Salle de Réception, 6 bis Rue de la Noue Guimante, 77400 Saint-Thibault-des-Vignes, France",+33 7 82 90 66 65,"4,9",Event venue," 6 bis Rue de la Noue Guimante, 77400 Saint-Thibault-des-Vignes, France",48.86888039536492,2.676599085038762
Les Salons Hoche,"Les Salons Hoche, 9 Av. Hoche, 75008 Paris, France",+33 1 53 53 93 93,"4,4",Event venue," 9 Av. Hoche, 75008 Paris, France",48.8772209,2.3037551
The Marolles Garden,"The Marolles Garden, 2 Rue du Vallon, 94440 Marolles-en-Brie, France",+33 6 12 93 90 18,"4,3",Event venue," 2 Rue du Vallon, 94440 Marolles-en-Brie, France",48.7268448,2.5384602
Domaine du Petit Varennes,"Domaine du Petit Varennes, 62 Rue du Mal Leclerc, 89140 Serbonnes, France",+33 7 84 56 63 99,"4,8",Event venue," 62 Rue du Mal Leclerc, 89140 Serbonnes, France",48.319560151965135,3.206374287920202
Salle Neila Maya,"Salle Neila Maya, 43 Rue Léon Jouhaux, 78500 Sartrouville, France",+33 6 18 51 18 49,"4,5",Event venue," 43 Rue Léon Jouhaux, 78500 Sartrouville, France",48.945407,2.185433
"Le Corps de Garde: location salle de réception, mariages, séminaire, cérémonie laïque (Oise 60)","Le Corps de Garde: location salle de réception, mariages, séminaire, cérémonie laïque (Oise 60), 4 Rue Driard, 60530 Neuilly-en-Thelle, France",+33 3 44 26 72 26,"4,5",Wedding venue," 4 Rue Driard, 60530 Neuilly-en-Thelle, France",49.2233884,2.285114
Salle de Réception Matecaña,"Salle de Réception Matecaña, 211-213, Rue Paul et Camille Thomoux, 93330 Neuilly-sur-Marne, France",+33 6 65 29 71 34,"4,7",Event venue," Rue Paul et Camille Thomoux, 93330 Neuilly-sur-Marne, France",48.8616400901282,2.53024805224495
le Moulin de Mourette,"le Moulin de Mourette, 88 Av. de Rebais, 77260 La Ferté-sous-Jouarre, France",+33 6 98 16 65 89,"4,6",Event venue," 88 Av. de Rebais, 77260 La Ferté-sous-Jouarre, France",48.93727941287462,3.1297005160976905
Berfin Réception,"Berfin Réception, 18 Rue Edouard Aubert, 91700 Fleury-Mérogis, France",+33 6 68 18 25 12,"4,2",Event venue," 18 Rue Edouard Aubert, 91700 Fleury-Mérogis, France",48.62313264120713,2.3655542689950817
Domaine de la Rigalière,"Domaine de la Rigalière, 48 Le Plessis Salo, 85310 Rives de l'Yon, France",+33 6 52 52 93 05,"4,8",Function room facility," 48 Le Plessis Salo, 85310 Rives de l'Yon, France",46.6068525,-1.3305703
Salle la perle Sarcelles,"Salle la perle Sarcelles, 12 place de France, 95200 Sarcelles, France",+33 7 63 96 20 04,3,Function room facility," 12 place de France, 95200 Sarcelles, France",48.978330016840665,2.3782424375672857
Le Trèfle Orangerie,"Le Trèfle Orangerie, Rte de Dourdan, 78730 Sainte-Mesme, France",+33 6 52 75 88 36,"4,1",Event venue," Rte de Dourdan, 78730 Sainte-Mesme, France",48.52733296181432,1.9732456316829416
Ulysse Salles,"Ulysse Salles, 11 Av. Clément Ader, 77610 Fontenay-Trésigny, France",+33 6 64 80 54 78,4,Function room facility," 11 Av. Clément Ader, 77610 Fontenay-Trésigny, France",48.70120888100788,2.887171014920104
Salle de Réception Le Prestige,"Salle de Réception Le Prestige, 9 Rue Charles François Daubigny, 95870 Bezons, France",+33 7 87 21 57 25,"4,6",Event venue," 9 Rue Charles François Daubigny, 95870 Bezons, France",48.91384311408345,2.2022299640659724
La Palmeraie,"La Palmeraie, 20 Rue du Colonel Pierre Avia, 75015 Paris, France",+33 1 44 26 01 00,4,Event venue," 20 Rue du Colonel Pierre Avia, 75015 Paris, France",48.83076391959255,2.2768014491051694
La Tonnelle,"La Tonnelle, 12 Rue Victor Hugo, 95200 Sarcelles, France",+33 1 39 94 94 99,"3,9",Banquet hall," 12 Rue Victor Hugo, 95200 Sarcelles, France",49.042914,2.5029559999999997
